,,,Race & ethnicity,,Nationality,,,,,Occupation,,,,,,Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T6,m7vCB,I think undocumented people come to America for a better life. So I am think we should welcome them all.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,yI1uF,"I think undocumented workers work a lot harder than common people, especially in the US. I believe that their lack of proficiency in English and guidance from people in the US prevent them from achieving as much as they can, but if given the resources, they work twice as hard as the average person to succeed.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,aRIsx,"I think we could loosen restrictions to allow more people come in legally cause immigration isn't that big of a deal, but some of the reasons people had to come illegally could be fair reasons as to why they were denied. They're certainly intelligent and hardworking if they managed to go through the difficult process of getting in illegally. However it still requires some deceit so its hard to claim that they're completely honest. I think there is an unfair characterization that some members of Mexican cartels do sneak in illegally to do cartel stuff so there is a perception that some illegal immigrants fall into this group.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
T2,21O8B,"I think you can't say specifically a person's motives but generally I think those who are undocumented may not be highly educated, yet are still incredibly responsible and hardworking because they strive for a better life.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,Bxz21,I took a class on immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,wzoCU,"I try not to get caught up in stereotypes. All undocumented immigrants are different so I treat them as such. Many undocumented immigrants have been through great hardships, so I empathize for them",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T6,zO59n,I typically picture a migrant farm worker that doesn't get paid nearly enough for the back breaking word they do.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,j4y5a,I typically think of an individual who is acting on necessity when thinking of a typical undocumented immigrant. Fleeing from violence or economic turmoil are reasons I would expect an individual to migrate illegally.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T5,LXpD9,"I typically view illegal immigrants as people who are trying to make a better life for themselves or their families. I imagine that if they could go through the process legally they would, but it is difficult to do it legally in the United States.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
T3,hL4Fx,I understand that illegal immigrants are leaving hard times act home. However I cannot generalize illegal immigrants as some are very hardworking and follow laws once they live in America but others do not and abuse America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
T5,23f5M,I understand why they would come here illegally but I do not approve of the method. I still see them as human beings and do not treat them any differently,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T1,WG7d0,"I usually see illegal immigrants as opportunists. They know that a country like the United States is better, so they took a risk and illegal came here.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T3,7pQJV,I view illegal immigrants as hardworking and possibly idealistic.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,WBlD8,"i view illegal immigrants the same as legal immigrants, except i realize they are illegal because the circumstances that forced them to immigrate were probably worse/more urgent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T4,3JtuL,"I view most undocumented immigrants in the US as coming from Mexico. Most of these people move to the United States, knowing the risk of being deported, for a better life for themselves or their families.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T3,zdvCn,I view the typical illegal immigrant as someone who just simply wants to achieve a better life and is willing to work hard in order to do so.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,pRjHz,I view the typical undocumented immigrant to be hard-working and determined from a difficult background.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,6yHFy,I view the typical undocumented immigrant to be someone who understands the fact that they have a lot at risk when they are doing what they are doing but the oppourtunity to live in the United States is worth it for them.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
T5,L6XeZ,I view them as hardworking individuals who most likely had to leave their country for reasons beyond their control.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,TdVUh,"I view them as people who mostly come to the US to have build better lives for themselves or their fsmiles, they could send money back to Mexico since there are less opportunites there. They might be uneducated but comoensate for that with hardwork.",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,jHb7l,I view them no different then any other person I would encounter in my life.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T6,609pg,I view undocumented immigrants as hardworking and inspirational. they came to this country in hopes of a better life and are risking everything to do so. they should be welcomed and given access to the same opportunities as everyone else,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T6,yTKKH,I view undocumented immigrants as very hardworking because it would be hard to start a new life in a new country.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,iAZUl,I view undocumented immigrants largely as hard-working people looking for a better life for their family despite potentially having few resources.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,joZK4,I would think of the typical illegal immigrant as someone who is striving to provide resources for their family and thus move here for a better life.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,4h3yE,"I'm not a fan of undocumented immigrants. Of course, often times they are fleeing an unfortunate situation that may not be ideal but there are rules and laws put in place for a reason. They should be respectful of the procedures put into place and be willing to go through the legal process that everyone else has to abide by.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T6,oRyHY,"If these illegal immigrants have a good education, then they should understand how to use legal means to fight for their rights.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,rPCyZ,"If they are just here to work, they should have gotten documentation. All of them need to be deported and put on a list ASAP. This shouldn't even be a question. We can help people who are seeking asylum more or help people become citizens more easily, but no one should live in this country undocumented. It makes us look weak to our enemies and threatens our national security.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,o8HLY,Illegal immigrant means that you don't have no such thing as documentation and doesn't have nothing to identify yourself. Coming from another country,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,GcfJu,"Illegal immigrants are decent human beings, with just as much potential as those born in the United States.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T3,jaQ6z,"Illegal immigrants are people who desire to be in America for various reasons and are typically here to escape poverty, violence, or an undesirable situation. They are not bad people. They are people trying to make better lives for themselves and their families.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T1,WeAPC,Illegal immigrants come to this country in hope for a better future for themselves and their families.They work hard to provide for their families and should be given an opportunity to become US citizens if they have not made any crimes and have been working hard for the economy of this country.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,U2SgT,"Illegal immigrants do not come illegally for the wrong reason. They understand their risks, and are willing to make the risk.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
T4,4FpNc,Illegal immigrants go trhough many hardships in life based on where they were born. They have to be the most hardwoekinf people in order to combat what society thinks of them. Immigrants lack institutioal resources thus they have experienced inequality all throughout their life. They are the most misunderstood and hated group in today.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
T5,yETKB,"Illegal immigration is legally wrong, but I think they should be given opportunities because they take responsibility and work hard for their lives and their families.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,goEn2,Illegal immigration is unfair for the people who want to immigrate to the U.S. legally since they go through all the work to do so.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
T3,M5FPN,illegal immigration is unlawful and needs to be stopped,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,Ga8CH,"illegal, not honest, deceive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,ZxHUt,Immigrants are great for our country but undocumented doesn‚Äôt seem ethical and therefore questionable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,8Va3i,"Immigrants are just like everyone else, they might actually try harder to achieve their American dream.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
T1,bVaRM,"Immigrants will take extraordinary measures to escape poor or dangerous conditions in their home countries to make a better life for themselves and their families despite the risks, which I believe is admirable. The U.S. should make the immigration process more accessible so people do not have to enter this country illegally.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
T4,RlDvT,"In general, undocumented immigrants seem to have come to the United States in search for a better life for themselves and their families.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,kXwXb,"In my community I had many peers who were either themselves undocumented or had family members who were undocumented and they were always hardworking and did anything they could to provide for their family and give them a good life, which I admire. People come from dangerous backgrounds and it is difficult to blame someone for risking it all for the prospect of a better life.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
T4,P9yRo,"In my opinion, the typical undocumented immigrant has come to the US in search of a better life, and is willing to work as hard as any native-born Americans to get it. Coming in without proper documentation does not automatically make someone a ""criminal"" anymore than jaywalking does. Undocumented immigrants generally commit fewer crimes than people born in the US (perhaps due to fear of unjust deportation for even the smallest crime), which is why it's inaccurate to say undocumented immigrants are criminals. However, at the individual level, I try to avoid generalizing-- I would say that your average undocumented immigrant is, in most ways, very similar to your typical documented immigrant or US-born person, and deserves to be judged on his or her merits, values, and contributions, not on immigration status or country of origin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
T3,O5lOr,"In my view, a typical illegal immigrant is an individual trying to leave an unsafe environment in order to find a better life and more opportunities. The loop holes and process of obtaining legal citizenship is long and arduous, explaining the urgent need for illegal immigrants to leave an unsafe environment.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
T4,msc7C,In search of a better life.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,pWEjG,"In terms of those I would interact with on a daily basis, it would be someone in a corner store or on the subway with me, as I know there is a decent amount of illegal immigration in Chicago. They usually work under the table and send a good portion of their earnings back to family in Mexico (or less likely but still commonly Eastern Europe). Statistically, I think the typical illegal immigrant is a farm worker in the southwestern US. They are overworked and underpaid for their labor, being illegally taken advantage of by large farming corporations. They were formerly considered foriegn laborers under the Bracero program but now many do not return to Mexico, living in the US full time.",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
T4,bKE0n,"In the USA, tend to be Hispanic, uneducated, hardworking people seeking a better life for their family",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,m7aN0,Incredibly hardworking people who primarily want to seek a better life for themselves or their families.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,AzDS5,"Individuals who are going to another country to seek opportunity and safety should be able to. Aside from Blacks and Native Americans, everyone is an immigrant. The main immigrants (Europeans) have the nerve to make regulations about what other immigrants should be doing. It is illogical and hypocritical.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
T2,cyS1u,innocent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,6YGuu,"Intelligent in their own way, hardworking, and willing to make sacrifices in order to better their lives or the lives of their families",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,PLUtB,It depends on their situation. I don't necessarily have a negative view towards them.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T1,2IFeZ,It's a humanitarian crisis and people have morally honest and true reasons for attempting illegal immigration most of the time. Legal immigration needs major reform.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
T5,duNwZ,"It’s hard to type cast because anyone could be an illegal immigrant, from lawyers in Europe to unfortunate souls in poor countries",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T6,tqAUg,"Just because undocumented immigrants came to this country illegally, does not mean that they are any worse than anyone else. They deserve just as much of a chance in this country.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,zwJ2W,"Many of them entered the country to pursue a better life, but many among them end up living an unspokenanle life.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,JzgGV,Most illegal immigrants I have met have been people trying to come to America to make a better life for themselves and their families.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
T4,Gszwd,"Most likely someone trying to live a better life, went through great risk getting here",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T4,6mt41,most of them are violent and cause crime in the states.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,tv4Ov,My dads an illegal immigrant so my view is there normal human beings. Literally no difference between an illegal alien and a legal one besides their status according to the U.S.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
T2,XisuH,My parents are undocumented immigrants who graduated from college in their home countries but failed to secure jobs so now they are here in the US and working in the jobs lazy Americans refuse to do.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
T5,oMwya,my parents were immigrants so I feel that immigrants are important and contribute alot to society. people say they're bad and dishonest but they're hardworking and do the jobs others would never dare. they're the backbone of America,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
T5,5oDPm,"My typical view of an undocumented immigrant is someone who has fled their origin country because of poverty and crime, and they have come to the U.S for a chance at a better life. They are not criminals that can be associated with any offputting characteristics such as violent or criminal. I think my view typically includes someone who has had to work hard in order to escape a harsh reality.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T4,Aaaif,My view is a very hardworking person who just wants a better life for their family.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,J4ftN,"My view is someone who doesn't have the financial means to legally apply for citizenship, but they still want a better life.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
T6,3dJ5Z,"My view is that I understand why they are coming to America. I can see that America is their safe place and they deserve to have the opportunity to be here. However, doing it legally is how it should go. I believe that the ease of legal immigration should be made considerably easier by the US government.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
T6,G39eJ,"My view is that it is someone who was born in a place where they weren't provided the freedoms that America does and therefore fled for a better life. Although I believe illegal immigration is something that we should address, I don't believe that the reason people immigrate here illegally is with malintent.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T2,3IXzc,"My view is they are coming from a rough past, looking for a safe place to live, and not educated in American customs, but hard workers.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,9fdI8,My view of an undocumented immigrant is that they're an undocumented immigrant.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,YjHpk,My view of the typical illegal immigrant is someone that wanted to offer their family a better chance at life. They are here in this country for future opportunities. There are some illegal immigrants that are violent but I believe majority of the people just want a chance to live out the American dream.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
T5,Y6OZh,"My view of the typical illegal immigrant is that they are willing to do whatever it takes to give themselves or their family a better life, free of persecution, violence, or lack of opportunity. They are hardworking and are under more stress than many Americans can imagine.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T6,cNxCj,"My view of the typical undocumented immigrant is hopeful, non-citizen, ambitious, and hardworking.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,VWEeA,"My view of the typical undocumented immigrant is sympathetic because I think that most undocumented immigrants are not trying to be unlawful, rather they are just trying to better the lives of their families.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,1GNkk,My view of the typical undocumented immigrant is that they are very hardworking and that is one of the reasons they have come to America; they want to have a better life and are willing to work hard for it. I think there is also a lot of variety among immigrants who are undocumented. I believe they come from many different backgrounds. This makes it hard to declare certain characteristics of the overall group.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
T1,8eSYy,My view on a typical illegal immigrant is someone who has fled another country with the ambition of improving their life circumstances. An illegal immigrant is someone who has prioritized the safety of their body and mind over the legal immigration process or has been limited from following the legal immigration process.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T2,cNKnA,My view on the typical undocumented immigrant is positive as I believe immigrants provide numerous benefits for the country and they are coming to a country for a better life for themselves and their children.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
T4,3X0YU,My view on the typical undocumented immigrant is that there just like everyone else. These are hard-working individuals trying to provide a future for themselves and their families. Undocumented immigrants are individuals who work tirelessly and import so much to a country who does not provide back.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
T1,7MWGw,My views on a typical illegal immigrant is extremely positive as they are the most hard working individuals in this country.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,bOYlj,No one is illegal on stolen land. Immigrants are the back-bone of this country and the US would be nothing without them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
T2,CUNo0,normal person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,diiQ4,"Not hardworking, here because they had nothing where they came from.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,Twtfe,"Nothing personal against them. Wish them well, although I wish they would come to the country legally.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,UrGFh,Only ones that commit crimes should be sent back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,f1hux,oppressed seeking asylum for a lesser of two evils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T3,Fds1I,Overall I don't really like generalizing a group of people simply based on their citizenship status. It makes me very uncomfortable but statistically undocumented immigrant are people who are responsible and provide a lot of good economic growth and diversity to the U.S.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
T3,u4Ak5,People wanting a new life and to work hard for a better future.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,fROGx,People who do not have the resources to immigrate through the proper channels but still are seeking a new life in the nation.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
T5,M1Kox,"Person fleeing opression or other unstable or unsuitable living conditions looking to find an opportunity in another, more stable country.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T1,sYrHW,"person who just wants a chance at a fair and safe life, and is willing to work/risk it all for the chance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T3,R1yml,Poor people trying to make a better life for themselves.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,YPfxF,Probably just someone looking for a better life on average.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,BlIdU,Probably someone that is fearful of what could happen if their status is revealed to the wrong person. A typical undocumented immigrant can look like anyone. Most undocumented people are people of color from Latin America or Asia though.,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,sSkpN,Reason for immigration is more important than legal status of immigrant.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
