,StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q31,Q32_1,Q32_2,Q34,Q35,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_9,Q2.1_10,Q2.1_DO,Q3.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.2_DO,Q3.2,Q4,Q5,Q5_3_TEXT,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q10,Q11,Q12,FL_35_DO
,12/1/20 20:11,12/1/20 20:18,100,435,TRUE,12/1/20 20:18,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/1/20,,,,,,,,,,,,,4,5 (very well),1 (not well at all),2,5 (very well),2,2,1 (not well at all),3,5 (very well),Unlawful|Loyal|Violent|Uneducated|Intelligent|Hardworking|Responsible|Immoral|Lazy|Honest,"From my experience, most undocumented immigrants are from Mexico. Most of these people came to America to seek a better life for themselves and their families. My mother is an immigrant from the Philippines who was hoping for the same thing. She entered legally and is now a naturalized citizen, but I know the process to immigrate into the United States is extremely tough and is simply not an option for everyone. My aunt applied for a green card and it was not granted for 12 years, by which point she had almost forgotten that she had applied. I think immigrants are just people who want the best for their families, and that makes them no different than any natural-born citizen. Even if they entered illegally, they are no different because no human being is illegal. ",19,Female,,"White,Asian",No,Democrat,,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C2
,12/1/20 20:16,12/1/20 20:20,100,240,TRUE,12/1/20 20:20,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/1/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Lazy|Honest|Hardworking|Uneducated|Unlawful|Violent|Immoral|Responsible|Loyal|Intelligent,I think that immigrants are some of the most hardworking people. ,,,,,,,,,,,,,21,Female,,White,Yes,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C5
,12/1/20 20:31,12/1/20 20:35,100,200,TRUE,12/1/20 20:35,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/1/20,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Violent|Immoral|Honest|Intelligent|Responsible|Unlawful|Loyal|Uneducated|Lazy|Hardworking,They are honestly the exact same as an American in the United States. They decided to come to America in search for a better life and they have a bad reputation because they want to travel to land that's already been stolen. ,18,Female,,White,No,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C6
,12/1/20 21:15,12/1/20 21:19,100,220,TRUE,12/1/20 21:19,anonymous,EN,,Yes,Yes,,12/1/20,,,,,,,,,,,,,4,4,4,4,4,4,2,4,4,4,Lazy|Unlawful|Hardworking|Responsible|Intelligent|Violent|Honest|Uneducated|Immoral|Loyal,I have nothing to elaborate her.,19,Female,,Black or African American,No,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C4
,12/1/20 21:32,12/1/20 21:36,100,217,TRUE,12/1/20 21:36,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/1/20,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),2,4,1 (not well at all),5 (very well),4,Hardworking|Honest|Intelligent|Loyal|Uneducated|Lazy|Unlawful|Immoral|Violent|Responsible,Typical undocumented immigrant is either educated or working a sustainable job. They are constantly involved in the community and constantly make an effort to be informed of the laws and government. They are especially resourceful. Undocumented immigrants are not much different of my image of immigrants who are documented.,21,Female,,Asian,No,Democrat,,,Liberal,,I am an immigrant to the USA and a naturalized citizen.,C2
,12/1/20 22:04,12/1/20 22:07,100,172,TRUE,12/1/20 22:07,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/1/20,3,5 (very well),2,1 (not well at all),3,2,1 (not well at all),1 (not well at all),3,3,Uneducated|Loyal|Honest|Unlawful|Hardworking|Violent|Responsible|Intelligent|Immoral|Lazy,"My view of the typical illegal immigrant is that they are willing to do whatever it takes to give themselves or their family a better life, free of persecution, violence, or lack of opportunity. They are hardworking and are under more stress than many Americans can imagine.",,,,,,,,,,,,,20,Male,,White,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C5
,12/1/20 22:20,12/1/20 22:23,100,155,TRUE,12/1/20 22:23,anonymous,EN,,Yes,Yes,,12/1/20,,,,,,,,,,,,,4,5 (very well),1 (not well at all),1 (not well at all),5 (very well),2,1 (not well at all),1 (not well at all),4,5 (very well),Responsible|Lazy|Violent|Honest|Uneducated|Intelligent|Unlawful|Immoral|Hardworking|Loyal,"I think undocumented workers work a lot harder than common people, especially in the US. I believe that their lack of proficiency in English and guidance from people in the US prevent them from achieving as much as they can, but if given the resources, they work twice as hard as the average person to succeed.",18,Female,,White,Yes,Democrat,,,Extremely liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C4
,12/2/20 0:47,12/2/20 0:50,100,181,TRUE,12/2/20 0:50,anonymous,EN,,Yes,Yes,,12/2/20,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Responsible|Intelligent|Hardworking|Loyal|Honest|Lazy|Violent|Unlawful|Immoral|Uneducated,I view undocumented immigrants as hardworking and inspirational. they came to this country in hopes of a better life and are risking everything to do so. they should be welcomed and given access to the same opportunities as everyone else,19,Female,,,Yes,Other,socialist,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C6
,11/25/20 2:36,11/25/20 2:37,55,35,FALSE,12/2/20 2:37,anonymous,EN,,,,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/25/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2
,12/2/20 9:19,12/2/20 9:23,100,225,TRUE,12/2/20 9:23,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,,12/2/20,2,3,5 (very well),3,2,3,3,3,3,3,Lazy|Uneducated|Loyal|Immoral|Hardworking|Honest|Responsible|Intelligent|Unlawful|Violent,Has absolutely no respect for the rule of law and other immigrants who are seeking to apply to the United States under lawful processes such as immigrants coming from Asia who have been in the lottery process for over years and maybe decades. So it is not fair for those who also hopes for a better life at the United states and would love to obtain the opportunity to pursue their dreams and achieve the american dream they have heard about,,,,,,,,,,,,,19,Male,,Asian,No,Republican,,,Conservative,,Other,C1
,12/2/20 9:46,12/2/20 9:50,100,214,TRUE,12/2/20 9:50,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/2/20,3,5 (very well),1 (not well at all),3,2,2,1 (not well at all),2,3,3,Loyal|Lazy|Hardworking|Violent|Intelligent|Unlawful|Responsible|Uneducated|Immoral|Honest,My view of the typical illegal immigrant is someone that wanted to offer their family a better chance at life. They are here in this country for future opportunities. There are some illegal immigrants that are violent but I believe majority of the people just want a chance to live out the American dream.,,,,,,,,,,,,,21,Female,,White,No,Republican,,,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C3
,12/2/20 11:59,12/2/20 12:04,100,267,TRUE,12/2/20 12:04,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/2/20,,,,,,,,,,,,,4,5 (very well),2,1 (not well at all),3,2,2,1 (not well at all),3,5 (very well),Responsible|Uneducated|Honest|Violent|Hardworking|Unlawful|Immoral|Loyal|Intelligent|Lazy,"I think the typical undocumented immigrant truly just wants to build a better life for themselves and their families. The legal process for obtaining citizenship is hard and complicated, and takes a long time. The same goes to applying for asylum - these immigrants are hardworking and usually take the jobs that Americans don’t want to do, and they work hard at them. Also, it’s dope as hell to be able to move to a new country and learn a new language - I would be terrified and it’s impressive and admirable. ",20,Female,,White,No,Independent,,Closer to Democratic Party,Extremely liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C4
,12/2/20 14:27,12/2/20 14:29,100,122,TRUE,12/2/20 14:29,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",No,Yes,,12/2/20,4,4,2,3,4,3,2,2,3,4,Hardworking|Violent|Loyal|Lazy|Immoral|Intelligent|Unlawful|Honest|Uneducated|Responsible,someone who came to this country without proper documentation probably trying to find a better life for themselves or their family ,,,,,,,,,,,,,21,Male,,,No,Republican,,,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C1
,12/2/20 16:11,12/2/20 16:12,100,91,TRUE,12/2/20 16:12,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/2/20,,,,,,,,,,,,,4,4,3,1 (not well at all),3,1 (not well at all),1 (not well at all),1 (not well at all),4,4,Immoral|Uneducated|Violent|Honest|Loyal|Responsible|Hardworking|Unlawful|Intelligent|Lazy,I believe that undocumented immigrants are just trying to make it in the United States as much as anyone else. ,20,Female,,White,No,Democrat,,,Liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C6
,12/2/20 17:51,12/2/20 17:54,100,135,TRUE,12/2/20 17:54,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/2/20,3,4,2,1 (not well at all),2,2,1 (not well at all),1 (not well at all),2,2,Lazy|Hardworking|Loyal|Unlawful|Immoral|Violent|Honest|Uneducated|Responsible|Intelligent,They came here because they wanted a better life for themselves or their families,,,,,,,,,,,,,22,Female,,White,No,Democrat,,,Slightly liberal,,"My parents, grandparents and I were all born in the USA.",C3
,12/2/20 22:50,12/2/20 22:52,100,159,TRUE,12/2/20 22:52,anonymous,EN,,Yes,Yes,,12/2/20,4,5 (very well),1 (not well at all),1 (not well at all),5 (very well),4,1 (not well at all),1 (not well at all),4,5 (very well),Loyal|Lazy|Intelligent|Violent|Uneducated|Honest|Hardworking|Responsible|Unlawful|Immoral,No one is illegal on stolen land. Immigrants are the back-bone of this country and the US would be nothing without them,,,,,,,,,,,,,19,Female,,Other,Yes,Democrat,,,Liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C5
,12/3/20 9:06,12/3/20 9:12,100,358,TRUE,12/3/20 9:12,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/3/20,,,,,,,,,,,,,5 (very well),5 (very well),3,2,4,2,2,2,4,5 (very well),Honest|Responsible|Unlawful|Hardworking|Intelligent|Loyal|Lazy|Violent|Immoral|Uneducated,"Considering documented immigrants and citizens hold the same descriptions for undocumented immigrants, this is sort of biased. We are all humans and we are all capable of violence and being educated at the same time. Has nothing to do with being documented or undocumented. Though undocumented immigrants bring their children here to achieve the best education they can get.",22,Female,,Black or African American,No,Democrat,,,Slightly liberal,,I am an immigrant to the USA and a naturalized citizen.,C2
,12/3/20 10:07,12/3/20 10:09,100,165,TRUE,12/3/20 10:09,anonymous,EN,,Yes,Yes,,12/3/20,4,5 (very well),2,1 (not well at all),4,4,1 (not well at all),2,5 (very well),4,Responsible|Intelligent|Lazy|Hardworking|Unlawful|Uneducated|Violent|Loyal|Immoral|Honest,They are hardworking people who came here illegally to hopefully find a better life and escape the hardships of where they came from,,,,,,,,,,,,,21,Male,,White,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C1
,12/3/20 13:15,12/3/20 13:24,100,498,TRUE,12/3/20 13:24,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,,12/3/20,4,5 (very well),2,2,4,2,1 (not well at all),1 (not well at all),4,5 (very well),Intelligent|Unlawful|Loyal|Uneducated|Honest|Hardworking|Lazy|Responsible|Immoral|Violent,"First off, for a political science experiment, you would think that the host of this survey would be politically correct in referring to UNDOCUMENTED immigrants. With that, I view all undocumented immigrants as humans, humans who felt that there are no opportunities in their home countries and have decided to search for work in US. Undocumented immigrants understand that they are not respected in this country, yet, set all of that aside so that they can work for the rest of their lives but know that this is for their family. Undocumented immigrants are hard working and the majority of them, come to the US to search for a better life, which is what the US is suppose to be, right?",,,,,,,,,,,,,23,Female,,Other,Yes,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C5
,12/3/20 14:41,12/3/20 14:44,100,159,TRUE,12/3/20 14:44,anonymous,EN,,Yes,Yes,,12/3/20,,,,,,,,,,,,,3,5 (very well),3,1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),3,4,Unlawful|Immoral|Lazy|Uneducated|Violent|Responsible|Intelligent|Honest|Loyal|Hardworking,Undocumented immigrants have overcome many obstacles to come to the United States and therefore hav veto be intelligent and hardworking. ,22,Female,,White,No,Democrat,,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C6
,12/3/20 14:42,12/3/20 14:45,100,160,TRUE,12/3/20 14:45,anonymous,EN,,Yes,Yes,,12/3/20,,,,,,,,,,,,,3,4,1 (not well at all),1 (not well at all),3,1 (not well at all),1 (not well at all),1 (not well at all),3,3,Unlawful|Honest|Immoral|Lazy|Uneducated|Violent|Hardworking|Loyal|Intelligent|Responsible,I think of a person who has left their native country because of a non ideal situation and has come to a new country in order to either work or seek asylum. They are often trying to provide for their family.,26,Male,,White,No,Democrat,,,Liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C4
,12/3/20 15:13,12/3/20 15:19,100,353,TRUE,12/3/20 15:19,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/3/20,,,,,,,,,,,,,4,4,4,2,4,3,2,3,3,3,Unlawful|Lazy|Responsible|Uneducated|Hardworking|Honest|Intelligent|Violent|Loyal|Immoral,"Typically will be well intentioned, not here to leech off of american tax dollars. The majority are likely here to escape an unsafe situation. With that being said, as they are here unlawfully, I cannot support their being here. What I can say is in my experience with illegal immigrants, they are some of the most family oriented, hard working people I've had the pleasure of meeting, and nine times out of ten, if they could have come legally, they would have. While they undoubtably reap the benefits of taxes that they are not paying, they also contribute to a work force that most american citizens would not have any interest in partaking in. Rather than focusing on removing people already here, efforts should be focused on preventing new illegals in.",20,Male,,White,No,Independent,,Neither,"Moderate, middle of the road",Moderate,"I was born in the USA, but at least one of my parents is an immigrant",C2
,12/3/20 17:50,12/3/20 18:15,100,1482,TRUE,12/3/20 18:15,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/3/20,5 (very well),5 (very well),2,2,4,3,3,2,5 (very well),4,Hardworking|Immoral|Lazy|Responsible|Uneducated|Intelligent|Violent|Loyal|Unlawful|Honest,"hardworking, timely, efficient, cooks, lawn management. while the majority of illegal immigrants are hardworking and working towards a visa or citizenship, the vast majority of people generalize all illegal immigrants by the few that commit crimes",,,,,,,,,,,,,21,Female,,White,Yes,Independent,,Closer to Democratic Party,Liberal,,I am an immigrant to the USA and a naturalized citizen.,C3
,12/3/20 18:16,12/3/20 18:19,100,174,TRUE,12/3/20 18:19,anonymous,EN,,,,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/3/20,3,3,3,1 (not well at all),3,3,1 (not well at all),1 (not well at all),4,3,Immoral|Unlawful|Honest|Violent|Uneducated|Hardworking|Loyal|Responsible|Lazy|Intelligent,It's a humanitarian crisis and people have morally honest and true reasons for attempting illegal immigration most of the time. Legal immigration needs major reform.,,,,,,,,,,,,,22,Male,,White,Yes,Democrat,,,Extremely liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C1
,12/3/20 18:53,12/3/20 18:56,100,214,TRUE,12/3/20 18:56,anonymous,EN,,Yes,Yes,,12/3/20,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),4,4,Uneducated|Unlawful|Loyal|Immoral|Violent|Hardworking|Intelligent|Lazy|Honest|Responsible,I think a typical undocumented immigrant worked very hard to get where they are. They are willing to learn what they need to to be a loyal citizen and they are good people. ,21,Female,,White,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C4
,12/3/20 21:55,12/3/20 21:57,100,133,TRUE,12/3/20 21:57,anonymous,EN,,,,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/3/20,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Lazy|Hardworking|Honest|Immoral|Loyal|Responsible|Intelligent|Violent|Uneducated|Unlawful,"I personally view undocumented individuals in a very high esteem. They are some of the most honest, hardworking, and down to earth people I have met. ",22,Female,,Other,Yes,Democrat,,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C6
,12/4/20 2:08,12/4/20 2:12,100,230,TRUE,12/4/20 2:12,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/4/20,,,,,,,,,,,,,1 (not well at all),5 (very well),5 (very well),1 (not well at all),3,3,2,2,3,3,Violent|Immoral|Loyal|Responsible|Hardworking|Lazy|Honest|Intelligent|Uneducated|Unlawful,"I think that undocumented immigrants are all unique. Some seek political refuge, and I understand that US citizenship is hard to get but illegal immigration could potentially harm them more than help them. The punishment they could face from their government could be bad. But also, perhaps they weren't safe in their own. I think there need to be better institutions in place for immigration, but Americans need to be more sympathetic and less dehumanizing. You don't know everyone's story. If they're coming here though, I wish they would contribute to the economy and make a life for themselves! It would be good for them and us, but I understand that it's hard to start a life in a new country",20,Female,,White,No,Independent,,Neither,"Moderate, middle of the road",Moderate,Other,C2
,12/4/20 14:58,12/4/20 15:00,100,150,TRUE,12/4/20 15:00,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/4/20,3,4,3,3,3,3,3,3,,3,Unlawful|Uneducated|Intelligent|Lazy|Violent|Hardworking|Loyal|Responsible|Immoral|Honest,They mostly want to come to America to start a new living environment and find a job.,,,,,,,,,,,,,21,Female,,Asian,No,Other,,,"Moderate, middle of the road",Moderate,"I was born in the USA, but at least one of my parents is an immigrant",C5
,12/4/20 15:00,12/4/20 15:06,100,322,TRUE,12/4/20 15:06,anonymous,EN,,Yes,Yes,,12/4/20,3,4,1 (not well at all),1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),4,4,Violent|Uneducated|Hardworking|Honest|Immoral|Responsible|Lazy|Intelligent|Loyal|Unlawful,"Immigrants are just like everyone else, they might actually try harder to achieve their American dream.",,,,,,,,,,,,,42,Female,,Other,Yes,Democrat,,,Slightly liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C3
,12/4/20 15:36,12/4/20 15:39,100,161,TRUE,12/4/20 15:39,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,3,5 (very well),2,2,3,1 (not well at all),1 (not well at all),2,3,4,Immoral|Lazy|Loyal|Responsible|Honest|Hardworking|Violent|Uneducated|Unlawful|Intelligent,"I believe that most illegal immigrants come to this country in order to search for better work and a better life for their family, but some come here with intentions of violence or other unlawful activity",,,,,,,,,,,,,18,Male,,White,No,Republican,,,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C1
,12/4/20 16:27,12/4/20 16:29,100,121,TRUE,12/4/20 16:29,anonymous,EN,,No,No,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/4/20,5 (very well),5 (very well),2,1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),4,Immoral|Violent|Intelligent|Unlawful|Hardworking|Honest|Uneducated|Lazy|Responsible|Loyal,,,,,,,,,,,,,,18,Female,,,No,Democrat,,,Liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C5
,12/4/20 16:43,12/4/20 16:46,100,159,TRUE,12/4/20 16:46,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/4/20,,,,,,,,,,,,,3,5 (very well),2,1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),3,3,Lazy|Immoral|Intelligent|Violent|Responsible|Hardworking|Honest|Unlawful|Loyal|Uneducated,"I feel like the typical undocumented immigrant is very hardworking. They are not bad, immoral people. They are just searching for a better life for themselves/their families.",21,Female,,White,,Democrat,,,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C2
,12/4/20 18:50,12/4/20 18:53,100,162,TRUE,12/4/20 18:53,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/4/20,3,3,3,3,3,3,3,3,3,3,Uneducated|Loyal|Honest|Intelligent|Violent|Unlawful|Lazy|Immoral|Responsible|Hardworking,"I have no view on them, they are both good and bad, some are educated and other are not. I just care if they abuse the systems in place. ",,,,,,,,,,,,,20,Male,,White,No,Republican,,,Slightly conservative,,"I was born in the USA, but at least one of my parents is an immigrant",C3
,12/4/20 22:28,12/4/20 22:31,100,212,TRUE,12/4/20 22:31,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",10/1/97,,,,,,,,,,,,,3,5 (very well),2,2,3,2,1 (not well at all),1 (not well at all),3,3,Unlawful|Uneducated|Hardworking|Loyal|Violent|Immoral|Honest|Lazy|Intelligent|Responsible,They are people looking for freedom and work in a new country. The United States in particular has long waits for work visas and citizenship application. Families do not have time to go through the traditional method if they lack time and resources. Not rapist or immoral as our president thinks. ,23,Male,,White,Yes,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C6
,12/5/20 0:08,12/5/20 0:10,100,161,TRUE,12/5/20 0:10,anonymous,EN,,Yes,Yes,,12/5/20,,,,,,,,,,,,,3,4,2,1 (not well at all),4,2,2,3,3,3,Hardworking|Intelligent|Lazy|Violent|Uneducated|Responsible|Loyal|Immoral|Unlawful|Honest,I think that they're usually people who are looking to have a better life and can't as easily as others due to the struggle of being able to become a U.S citizen.,19,Female,,Other,Yes,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C4
,12/5/20 15:05,12/5/20 15:08,100,214,TRUE,12/5/20 15:08,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),4,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Intelligent|Immoral|Lazy|Unlawful|Hardworking|Honest|Responsible|Violent|Uneducated|Loyal,My view is a very hardworking person who just wants a better life for their family.,18,Female,,White,Yes,Democrat,,,Extremely liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C4
,12/5/20 16:22,12/5/20 16:31,100,567,TRUE,12/5/20 16:31,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Violent|Hardworking|Intelligent|Honest|Unlawful|Lazy|Loyal|Responsible|Uneducated|Immoral,I believe the typical immigrant is extremely hardworking and caring. They take advantage of the opportunities offered and they provide a better life for their families. ,,,,,,,,,,,,,20,Female,,Other,Yes,Independent,,Closer to Democratic Party,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C3
,12/5/20 16:47,12/5/20 16:55,100,519,TRUE,12/5/20 16:55,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,,,,,,,,,,,,,2,2,4,3,2,4,4,4,2,2,Responsible|Lazy|Intelligent|Honest|Immoral|Uneducated|Hardworking|Loyal|Violent|Unlawful,"Not hardworking, here because they had nothing where they came from.",21,Male,,White,No,Republican,,,Conservative,,"My parents, grandparents and I were all born in the USA.",C6
